ICSE,2018,Welcome to ICPC 2018,Day opening
ICSE,2018,Sensing and Supporting Software Developer's Focus (Vision Keynote)Vision Keynote,Talk
ICSE,2018,Code Phonology: an exploration into the vocalization of codeERA,Short-paper
ICSE,2018,Meaningful Variable Names for Decompiled Code: A Machine Translation ApproachTechnical Research,Full-paper
ICSE,2018,Descriptive Compound Identifier Names Improve Source Code ComprehensionTechnical Research,Full-paper
ICSE,2018,Welcome to MobileSoft 2018,Talk
ICSE,2018,"Development, Testing and Maintenance of Android Apps: Challenges, Approaches, Tools, and Future DirectionsKeynote",Talk
ICSE,2018,Opening Remarks: The Journey from Metaphor to Theory and Practice,Talk
ICSE,2018,An Exploratory Study on the Influence of Developers in Technical Debt,Talk
ICSE,2018,Architectural Technical Debt Identification: The Research Landscape,Talk
ICSE,2018,Towards Just-In-Time Refactoring Recommenders (ERA)ERA,Short-paper
ICSE,2018,Toward Refactoring Evaluation with Code NaturalnessERA,Short-paper
ICSE,2018,How Slim Will My System Be? Estimating Refactored Code Size by Merging ClonesIndustry Track,Industry talk
ICSE,2018,RepliComment: Identifying Clones in Code CommentsERA,Short-paper
ICSE,2018,A Preliminary Study on Using Code Smells to Improve Bug LocalizationERA,Short-paper
ICSE,2018,Un-Break My Build: Assisting Developers with Build Repair HintsTechnical Research,Full-paper
ICSE,2018,Aiding Comprehension of Unit Test Cases and Test Suites with Stereotype-based TaggingTechnical Research,Full-paper
ICSE,2018,Ares: Triggering Payload of Evasive Android Malware,Full-paper
ICSE,2018,Orlis: Obfuscation-Resilient Library Detection for Android,Full-paper
ICSE,2018,AnFlo: Detecting Anomalous Sensitive Information Flows in Android Apps,Full-paper
ICSE,2018,Technical Debt as an External Software Attribute,Talk
ICSE,2018,Prioritizing Technical Debt in Database Normalization Using Portfolio Theory and Data Quality Metrics,Talk
ICSE,2018,Evaluating Domain-Specific Metric Thresholds: An Empirical Study,Talk
ICSE,2018,JIT Feedback - what experienced developers like about static analysisTechnical Research,Full-paper
ICSE,2018,How do Design Decisions Influence the Distribution of Software Metrics?Technical Research,Full-paper
ICSE,2018,SDExplorer: a generic toolkit for smoothly exploring massive-scale sequence diagramTool Demo,Short-paper
ICSE,2018,Hierarchical Abstraction of Execution Traces for Program ComprehensionTechnical Research,Full-paper
ICSE,2018,Component Interface Identification and Behavioral Model Discovery from Software Execution DataTechnical Research,Full-paper
ICSE,2018,CodeCompass: An Open Software Comprehension FrameworkIndustry Track,Industry talk
ICSE,2018,Identifying Architectural Technical Debt in Android Applications through Compliance Checking,Research paper
ICSE,2018,Programming Support for Data Intensive Distributed Mobile Applications at the Edge,Research paper
ICSE,2018,Classifying code comments in Java Mobile Applications,Research paper
ICSE,2018,Improving Android Permissions Models for Increased User Awareness and Security,Research paper
ICSE,2018,Does Source Code Quality Reflect the Ratings of Apps?,Research paper
ICSE,2018,"""A Preliminary Structure of Software Security Assurance Model” by Rafiq Ahmad Khan",Doctoral symposium paper
ICSE,2018,“Scaling Agile Software Development to Large and Globally Distributed Large-scale Organizations” by Abheeshta Putta,Doctoral symposium paper
ICSE,2018,“Toward a Theory of Communication in Distributed Software Development Teams: A Research Proposal” by Nelson G. De Sá Leitão Júnior,Doctoral symposium paper
ICSE,2018,Joint break with ICSSP,Break
ICSE,2018,Elevator pitch and poster walk around,Poster
ICSE,2018,Keynote: Doctoral Symposium,Other
ICSE,2018,Discussion and Wrap-up,Day closing
ICSE,2018,Recognizing Software Bug-Specific Named Entity in Software Bug RepositoryTechnical Research,Full-paper
ICSE,2018,CoBOT: Static C/C++ Bug Detection in the Presence of Incomplete CodeTool Demo,Short-paper
ICSE,2018,Recommending Frequently Encountered BugsTechnical Research,Full-paper
ICSE,2018,Cross Version Defect Prediction with Representative Data via Sparse Subset SelectionTechnical Research,Full-paper
ICSE,2018,Unsupervised Deep Bug Report SummarizationTechnical Research,Full-paper
ICSE,2018,MetropolJS: Visualizing and Debugging Large-Scale JavaScript Program Structure with TreemapsTool Demo,Short-paper
ICSE,2018,An Investigation into Android Run-time Permissions from the End Users’ Perspective,Full-paper
ICSE,2018,Investigating User Perception and Comprehension of Android Permission Models,Full-paper
ICSE,2018,Automated Detection and Repair of Incompatible Uses of Runtime Permissions in Android Apps,Short-paper
ICSE,2018,Discussion (S3),Other
ICSE,2018,Tools Track Introduction,Talk
ICSE,2018,Introducing Debtgrep: A Tool for Fighting Technical Debt in Base Station Software,Talk
ICSE,2018,Static Software Metrics for Reliability and Maintainability,Talk
ICSE,2018,AnaConDebt: A Tool to Assess and Track Technical Debt,Talk
ICSE,2018,Cognitive Complexity: An Origin Story Overview and Evaluation,Industry talk
ICSE,2018,Prioritize Technical Debt in Large-Scale Systems Using CodeScene,Talk
ICSE,2018,Analysis of Test Log Information through Interactive VisualizationsTechnical Research,Full-paper
ICSE,2018,A Search-based Approach for Accurate Identification of Log Message FormatsTechnical Research,Full-paper
ICSE,2018,LogTracker: Learning Log Revision Behaviors Proactively from Software Evolution HistoryTechnical Research,Full-paper
ICSE,2018,Identifying Software Components from Object-Oriented APIs Based on Dynamic AnalysisTechnical Research,Full-paper
ICSE,2018,TYDR – Track Your Daily Routine. Android App for Tracking Smartphone Sensor and Usage Data,Demonstration
ICSE,2018,MobiCoMonkey – Context Testing of Android Apps,Demonstration
ICSE,2018,ICC-Inspect: Supporting Runtime Inspection of Android Inter-Component Communications,Demonstration
ICSE,2018,Analyzing the User Interface of Android Apps,Demonstration
ICSE,2018,HR-Auth: Heart Rate Data Authentication using Consumer Wearables,Poster
ICSE,2018,API for Power-Aware Application Design on Mobile Systems,Poster
ICSE,2018,A Performance Evaluation of Cross-Platform Mobile Application Development Approaches,Poster
ICSE,2018,"Demos, SRC, and Posters with Break",Demonstration
ICSE,2018,What Design is Discussed by Developers?ERA,Short-paper
ICSE,2018,Toward Introducing Automated Program Repair Techniques to Industrial Software DevelopmentERA,Short-paper
ICSE,2018,Learning Syntactic Features of Programming Languages from Imagery Using Convolutional Neural NetworksERA,Short-paper
ICSE,2018,Adventures in NICAD: A Ten-Year RetrospectiveMIP Talk,Talk
ICSE,2018,The Developer's Dilemma: Factors Affecting the Decision to Repay Code Debt,Talk
ICSE,2018,From Lasagna to Spaghetti: A Decision Model to Manage Defect Debt,Talk
ICSE,2018,A Proposed Sizing Model for Managing Technical Debt in Third-Party Code,Talk
ICSE,2018,Intent to Share: Enhancing Android Inter-Component Communication for Distributed Devices,Full-paper
ICSE,2018,Programming and Runtime Support for Sharing Resources Across Heterogeneous Mobile Devices,Full-paper
