Artiest,Titel,Starttijd,Eindtijd,Vrouw?,Kanaal
Sam Cooke,Wonderful World,2024-02-17T00:41:54,2024-02-17T00:44:54,False,Sky
Lambrini Girls,God's Country,2024-02-17T00:41:29,2024-02-17T00:43:44,False,3
Dua Lipa,Houdini,2024-02-17T00:42:41,2024-02-17T00:45:41,True,Q
Everly Brothers,Love Is Strange,2024-02-17T00:43:56,2024-02-17T00:46:45,False,5
Post Malone,Chemical,2024-02-17T00:44:06,2024-02-17T00:47:06,False,Sky
Froukje,Kwijt,2024-02-17T00:43:47,2024-02-17T00:46:36,True,3
Bob Marley & The Wailers,Stir It Up,2024-02-17T00:45:17,2024-02-17T00:48:17,False,10
Adele,Rolling In The Deep,2024-02-17T00:46:56,2024-02-17T00:50:43,True,5
Gigi D'Agostino,L'amour Toujours,2024-02-17T00:47:02,2024-02-17T00:50:02,False,Q
Justin Bieber,Love Yourself,2024-02-17T00:47:05,2024-02-17T00:50:05,False,Sky
Bruce Springsteen,Human Touch,2024-02-17T00:48:50,2024-02-17T00:51:50,False,10
Idles,Grace,2024-02-17T00:49:21,2024-02-17T00:53:14,False,3
Robert Long,Kalverliefde,2024-02-17T00:50:42,2024-02-17T00:54:30,False,5
Benson Boone,Beautiful Things,2024-02-17T00:51:01,2024-02-17T00:54:01,False,Q
Coldplay Ft Avicii,A Sky Full Of Stars,2024-02-17T00:51:02,2024-02-17T00:54:02,False,Sky
Loreena Mckennitt,The Mummers Dance,2024-02-17T00:53:16,2024-02-17T00:59:26,False,3
Tracy Chapman,Fast Car,2024-02-17T00:53:53,2024-02-17T00:56:53,True,10
Tom Jones,Detroit City,2024-02-17T00:54:26,2024-02-17T00:57:54,False,5
Pink,Just Like Fire,2024-02-17T00:55:26,2024-02-17T00:58:26,True,Sky
Claude,Ladada (Mon Dernier Mot),2024-02-17T00:57:06,2024-02-17T01:00:06,False,Q
Volumia!,Hou Me Vast,2024-02-17T00:57:48,2024-02-17T01:01:32,False,5
Queen,Another One Bites The Dust,2024-02-17T00:59:39,2024-02-17T01:02:39,False,10
Racoon,Nickel For Goodbye,2024-02-17T01:01:24,2024-02-17T01:04:24,False,Sky
Franz Ferdinand,Take Me Out,2024-02-17T01:01:52,2024-02-17T01:05:51,False,3
Chef'Special,Speed Of Light,2024-02-17T01:02:32,2024-02-17T01:05:32,False,Q
Katy Perry,Firework,2024-02-17T01:03:08,2024-02-17T01:06:08,True,10
UB40,Red Red Wine,2024-02-17T01:02:28,2024-02-17T01:05:31,False,5
R.E.M.,One I Love,2024-02-17T01:04:45,2024-02-17T01:08:00,False,Veronica
P!Nk,Trustfall,2024-02-17T01:05:34,2024-02-17T01:08:34,False,Q
Sophie Ellis Bextor,Murder On The Dance Floor,2024-02-17T01:05:13,2024-02-17T01:08:13,True,Sky
Taylor Swift,Cruel Summer,2024-02-17T01:05:44,2024-02-17T01:08:39,True,3
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,2024-02-17T01:06:58,2024-02-17T01:09:58,True,10
Kensington,Sorry,2024-02-17T01:08:46,2024-02-17T01:11:46,False,Sky
Madonna,Beautiful Stranger,2024-02-17T01:09:18,2024-02-17T01:13:11,True,Veronica
Joe Cocker,Feelin' Alright,2024-02-17T01:08:09,2024-02-17T01:12:22,False,5
Jessica,How Will I Know (Who You Are),2024-02-17T01:09:41,2024-02-17T01:12:41,False,10
Mark Ambor,Good To Be,2024-02-17T01:09:44,2024-02-17T01:12:10,False,3
Acraze Ft. Cherish,Do It To It,2024-02-17T01:12:08,2024-02-17T01:14:45,False,3
Stephanie Struijk,Straks,2024-02-17T01:12:05,2024-02-17T01:14:21,True,5
Abba,Dancing Queen,2024-02-17T01:12:28,2024-02-17T01:15:28,False,Sky
Milow,You Don't Know,2024-02-17T01:13:10,2024-02-17T01:16:10,False,10
Justin Timberlake,Can't Stop The Feeling,2024-02-17T01:13:21,2024-02-17T01:17:16,False,Veronica
Fleetwood Mac,Everywhere,2024-02-17T01:13:57,2024-02-17T01:16:57,False,Q
George Baker (Selection),Dear Ann,2024-02-17T01:14:16,2024-02-17T01:17:16,False,5
Noah Kahan,Stick Season,2024-02-17T01:16:01,2024-02-17T01:19:01,False,Sky
Harry Styles,As It Was,2024-02-17T01:15:46,2024-02-17T01:18:33,False,3
Four Tops,Loco In Acapulco,2024-02-17T01:15:53,2024-02-17T01:18:53,False,10
Steely Dan,Peg,2024-02-17T01:17:54,2024-02-17T01:21:47,False,Veronica
Miss Montreal,Seven Friends,2024-02-17T01:17:14,2024-02-17T01:20:41,True,5
Lost Frequencies & Bastille,Head Down,2024-02-17T01:17:23,2024-02-17T01:20:23,False,Q
Christina Aguilera,Genie In A Bottle,2024-02-17T01:18:58,2024-02-17T01:21:58,True,Sky
4 Non Blondes,What's Up,2024-02-17T01:19:52,2024-02-17T01:22:52,True,10
Captain & Tennille,Do That To Me One More Time,2024-02-17T01:20:39,2024-02-17T01:24:29,False,5
Simple Minds,Promised You A Miracle,2024-02-17T01:22:27,2024-02-17T01:26:23,False,Veronica
Foo Fighters,Learn to Fly,2024-02-17T01:20:49,2024-02-17T01:24:46,False,3
Shawn Mendes,There's Nothing Holdin' Me Back,2024-02-17T01:22:42,2024-02-17T01:25:42,False,Sky
Rondé,Undecided,2024-02-17T01:23:54,2024-02-17T01:26:54,True,Q
The Wiz Stars,A Brand New Day,2024-02-17T01:24:10,2024-02-17T01:27:10,False,10
The Jacksons,Show You The Way To Go,2024-02-17T01:24:32,2024-02-17T01:27:57,False,5
Dean Lewis,Trust Me Mate,2024-02-17T01:26:04,2024-02-17T01:29:04,False,Sky
Robbie Williams,Feel,2024-02-17T01:26:45,2024-02-17T01:30:25,False,Veronica
BEYONCE,TEXAS HOLD 'EM,2024-02-17T01:26:12,2024-02-17T01:30:08,False,3
The Chainsmokers & Coldplay,Something Just Like This,2024-02-17T01:26:38,2024-02-17T01:29:38,False,Q
Jason Mraz,Have It All,2024-02-17T01:26:51,2024-02-17T01:29:51,False,10
Beatles,Now And Then,2024-02-17T01:27:54,2024-02-17T01:31:57,False,5
Acda & De Munnik,Morgen Wordt Fantastisch,2024-02-17T01:30:40,2024-02-17T01:33:40,False,Q
Bruno Mars,Grenade,2024-02-17T01:29:01,2024-02-17T01:32:01,False,Sky
Genesis,Mama,2024-02-17T01:30:34,2024-02-17T01:33:34,False,10
Dodgy,Good Enough,2024-02-17T01:30:47,2024-02-17T01:34:45,False,Veronica
The Boxer Rebellion,Diamonds,2024-02-17T01:30:20,2024-02-17T01:34:22,False,3
The Searchers,Take It Or Leave It,2024-02-17T01:31:53,2024-02-17T01:34:37,False,5
Loreen,Tattoo,2024-02-17T01:32:37,2024-02-17T01:35:37,True,Sky
Dua Lipa,Houdini,2024-02-17T01:35:49,2024-02-17T01:38:54,True,Veronica
Coldplay/Bts,My Universe,2024-02-17T01:34:51,2024-02-17T01:38:05,False,3
Clouseau,Passie,2024-02-17T01:34:40,2024-02-17T01:38:29,False,5
Dean Lewis,Trust Me Mate,2024-02-17T01:35:25,2024-02-17T01:38:25,False,Q
Blof Ft Geike Arnaert,Zoutelande,2024-02-17T01:35:36,2024-02-17T01:38:36,False,Sky
Fool'S Garden,Lemon Tree,2024-02-17T01:35:45,2024-02-17T01:38:45,False,10
Portugal. The Man,Feel It Still,2024-02-17T01:38:02,2024-02-17T01:40:45,False,3
Cygnus X,Superstring,2024-02-17T01:38:15,2024-02-17T01:41:15,False,Q
Anne-Marie Shania Twain,Unhealthy,2024-02-17T01:39:05,2024-02-17T01:42:05,True,Sky
Benson Boone,In The Stars,2024-02-17T01:39:05,2024-02-17T01:42:05,False,10
Steve Miller Band,The Joker,2024-02-17T01:39:22,2024-02-17T01:42:54,False,Veronica
Peter Brown,Love In Our Hearts,2024-02-17T01:38:29,2024-02-17T01:41:51,False,5
Dean Lewis,Trust Me Mate,2024-02-17T01:40:40,2024-02-17T01:43:34,False,3
Cyndi Lauper,True Colours,2024-02-17T01:41:52,2024-02-17T01:44:52,True,Sky
The Scorpions,Hello Josephine,2024-02-17T01:42:12,2024-02-17T01:44:33,False,5
Lynn Anderson,Rose Garden,2024-02-17T01:42:35,2024-02-17T01:45:35,False,10
Kane,Can You Handle Me,2024-02-17T01:43:54,2024-02-17T01:47:08,False,Veronica
Ocean Alley,Confidence,2024-02-17T01:44:54,2024-02-17T01:49:07,False,3
Drifters,Kissin' In The Back Row Of The Movies,2024-02-17T01:44:32,2024-02-17T01:48:01,False,5
Train,Hey Soul Sister,2024-02-17T01:45:32,2024-02-17T01:48:32,False,Sky
Natasha Bedingfield,Unwritten,2024-02-17T01:45:18,2024-02-17T01:48:18,True,10
Davina Michelle,17,2024-02-17T01:47:18,2024-02-17T01:50:18,True,Q
Orchestral Manoeuvres In The Dark,So In Love,2024-02-17T01:48:27,2024-02-17T01:51:55,False,Veronica
Donna Summer,Hot Stuff,2024-02-17T01:48:01,2024-02-17T01:51:47,True,5
Ronde,Break My Heart,2024-02-17T01:49:03,2024-02-17T01:52:03,True,Sky
Snow Patrol,Shut Your Eyes,2024-02-17T01:49:01,2024-02-17T01:52:17,False,3
Billy Joel,We Didn't Start The Fire,2024-02-17T01:49:32,2024-02-17T01:52:32,False,10
The Monkees,Valleri,2024-02-17T01:51:44,2024-02-17T01:54:03,False,5
Kygo Ft. Dnce,Dancing Feet,2024-02-17T01:52:18,2024-02-17T01:55:18,False,Sky
Earth Wind & Fire,September,2024-02-17T01:52:46,2024-02-17T01:56:19,False,Veronica
Kris Kross Amsterdam & Sera & Conor Maynard,Stay (Never Leave),2024-02-17T01:53:32,2024-02-17T01:56:32,False,Q
Robin S,Luv 4 Luv,2024-02-17T01:53:48,2024-02-17T01:56:48,True,10
Zerb Ft. Sofiya Nzau,Mwaki,2024-02-17T01:53:13,2024-02-17T01:56:41,False,3
Rowwen Hèze,Bestel Mar,2024-02-17T01:54:00,2024-02-17T01:57:07,False,5
Sheppard,Coming Home,2024-02-17T01:56:07,2024-02-17T01:59:07,False,Q
James Morrison,You Give Me Something,2024-02-17T01:55:52,2024-02-17T01:58:52,False,Sky
Direct,This Is Who We Are,2024-02-17T01:57:04,2024-02-17T02:00:34,False,Veronica
Tom Grennan,Remind Me,2024-02-17T01:56:42,2024-02-17T02:00:12,False,3
The Moody Blues,Question,2024-02-17T01:57:02,2024-02-17T02:01:56,False,5
Dua Lipa,Training Season,2024-02-17T01:59:39,2024-02-17T02:02:39,True,Q
Roxette,The Look,2024-02-17T02:00:33,2024-02-17T02:03:33,False,10
Van Dik Hout,Stil In Mij,2024-02-17T02:01:52,2024-02-17T02:05:56,False,Veronica
Ed Sheeran,American Town,2024-02-17T02:02:17,2024-02-17T02:05:17,False,Sky
Frank Boeijen Groep,Kronenburg Park,2024-02-17T02:02:18,2024-02-17T02:06:22,False,2
The Script,I Want It All,2024-02-17T02:02:42,2024-02-17T02:05:46,False,3
Miami Sound Machine,Bad Boy,2024-02-17T02:02:20,2024-02-17T02:06:14,False,5
Titiyo,Come Along,2024-02-17T02:04:15,2024-02-17T02:07:15,True,10
David Guetta & Kim Petras,When We Were Young (The Logical Song),2024-02-17T02:05:04,2024-02-17T02:08:04,False,Q
Tina Turner,Typical Male,2024-02-17T02:06:10,2024-02-17T02:10:25,True,Veronica
Dave Berry,Little things,2024-02-17T02:06:05,2024-02-17T02:08:26,False,5
Tom Walker,Leave a Light On,2024-02-17T02:05:39,2024-02-17T02:08:39,False,Sky
Stromae,Tous Les Mêmes,2024-02-17T02:06:12,2024-02-17T02:09:44,False,2
Major Lazer & DJ Snake ft. MØ,Lean On,2024-02-17T02:05:42,2024-02-17T02:08:38,False,3
Anastacia,Paid My Dues,2024-02-17T02:07:37,2024-02-17T02:10:37,True,Q
Ray Charles,Hit The Road Jack,2024-02-17T02:07:58,2024-02-17T02:10:58,False,10
Barry White,You're The First The Last My Everything,2024-02-17T02:08:38,2024-02-17T02:13:05,False,5
Robin Schulz & Rita Ora & Tiago Pzk,I`ll Be There,2024-02-17T02:08:42,2024-02-17T02:11:42,False,Sky
Only The Poets,One More Night,2024-02-17T02:09:33,2024-02-17T02:12:38,False,3
La Bouche,Be My Lover,2024-02-17T02:10:01,2024-02-17T02:13:01,False,10
Groove Armada,My Friend,2024-02-17T02:11:28,2024-02-17T02:15:27,False,Veronica
Carly Simon,You're So Vain,2024-02-17T02:09:41,2024-02-17T02:14:00,True,2
Metejoor & Hannah Mae,Wat Wil Je Van Mij,2024-02-17T02:11:03,2024-02-17T02:14:03,False,Q
Krezip,All My Life,2024-02-17T02:11:30,2024-02-17T02:14:30,False,Sky
Lewis Capaldi,Forget Me,2024-02-17T02:13:59,2024-02-17T02:16:59,False,10
White Lies,Farewell To The Fairground,2024-02-17T02:13:53,2024-02-17T02:17:51,False,2
Post Malone,Enough Is Enough,2024-02-17T02:12:32,2024-02-17T02:15:15,False,3
VOF De Kunst,Beter Dan Dit,2024-02-17T02:12:57,2024-02-17T02:16:09,False,5
Justin Timberlake,Selfish,2024-02-17T02:14:22,2024-02-17T02:17:22,False,Q
Bill Medley & Jennifer Warnes,The Time Of My Life,2024-02-17T02:14:58,2024-02-17T02:17:58,False,Sky
Gerry Rafferty,Baker Street,2024-02-17T02:17:02,2024-02-17T02:21:15,False,Veronica
Studio Killers,Ode to the Bouncer,2024-02-17T02:16:15,2024-02-17T02:19:41,False,3
Julio Iglesias,Quiereme Mucho,2024-02-17T02:16:06,2024-02-17T02:20:08,False,5
Imagine Dragons,Follow You,2024-02-17T02:17:16,2024-02-17T02:20:16,False,Q
Tina Turner,Two People,2024-02-17T02:17:24,2024-02-17T02:20:24,True,10
Chef'Special,Afraid Of The Dark,2024-02-17T02:17:46,2024-02-17T02:20:54,False,2
Sam Fender,Seventeen Going Under,2024-02-17T02:19:42,2024-02-17T02:23:36,False,3
Roxette,Listen To Your Heart,2024-02-17T02:20:13,2024-02-17T02:23:13,False,Q
Nothing But Thieves,Overcome,2024-02-17T02:19:32,2024-02-17T02:22:32,False,Sky
Robbie Williams,Mr. Bojangles,2024-02-17T02:20:04,2024-02-17T02:23:23,False,5
Seal,Crazy,2024-02-17T02:21:35,2024-02-17T02:24:35,False,10
Inxs,Suicide Blonde,2024-02-17T02:22:20,2024-02-17T02:26:08,False,Veronica
Racoon,Don't Give Up The Fight,2024-02-17T02:20:58,2024-02-17T02:24:17,False,2
Cian Ducrot,I`ll Be Waiting,2024-02-17T02:23:07,2024-02-17T02:26:07,False,Sky
Steely Dan,Hey Nineteen,2024-02-17T02:23:15,2024-02-17T02:27:22,False,5
Robin Schulz & Rita Ora & Tiago Pzk,I'll Be There,2024-02-17T02:24:09,2024-02-17T02:27:09,False,Q
Foreigner,That Was Yesterday,2024-02-17T02:24:09,2024-02-17T02:27:55,False,2
Dua Lipa,Training Season,2024-02-17T02:24:35,2024-02-17T02:28:04,True,3
Emeli Sande,Next To Me,2024-02-17T02:26:05,2024-02-17T02:29:05,True,Sky
Maitre Gims,J'me Tire,2024-02-17T02:25:33,2024-02-17T02:28:33,False,10
Eminem & Rihanna,The Monster,2024-02-17T02:27:04,2024-02-17T02:30:04,False,Q
Bruce Springsteen,My Hometown,2024-02-17T02:27:53,2024-02-17T02:32:01,False,Veronica
Rose Royce,Is it love you're after,2024-02-17T02:27:30,2024-02-17T02:31:20,False,5
DJ Paul Elstak,Rainbow In The Sky,2024-02-17T02:27:51,2024-02-17T02:31:24,False,2
New Radicals,You Get What What You Give,2024-02-17T02:28:08,2024-02-17T02:32:40,False,3
Spice Girls,Stop,2024-02-17T02:29:18,2024-02-17T02:32:18,True,Sky
Inxs,Never Tear Us Apart,2024-02-17T02:29:47,2024-02-17T02:32:47,False,10
Måneskin,The Loneliest,2024-02-17T02:31:17,2024-02-17T02:34:17,False,Q
Foo Fighters,Wheels,2024-02-17T02:32:11,2024-02-17T02:36:45,False,Veronica
Robbie Williams,The Road To Mandalay,2024-02-17T02:31:17,2024-02-17T02:34:34,False,2
Tim Dawn,A Maze,2024-02-17T02:31:12,2024-02-17T02:34:54,False,5
Teddy Swims,Lose Control,2024-02-17T02:32:46,2024-02-17T02:35:46,False,Sky
Alphabeat,Fascination,2024-02-17T02:32:43,2024-02-17T02:35:43,False,10
Gorillaz,On Melancholy Hill,2024-02-17T02:33:07,2024-02-17T02:36:27,False,3
The Beach Boys,Good Vibrations,2024-02-17T02:34:34,2024-02-17T02:38:11,False,2
Fats Domino,There Goes My heart Again,2024-02-17T02:34:48,2024-02-17T02:37:08,False,5
Cyril,Stumblin' In,2024-02-17T02:34:50,2024-02-17T02:37:50,False,Q
Purple Disco Machine & Sophie And The Giants,Hypnotized,2024-02-17T02:36:16,2024-02-17T02:39:16,False,Sky
Stevie Wonder,Isn't She Lovely,2024-02-17T02:35:45,2024-02-17T02:38:45,False,10
Mark Ambor,Good To Be,2024-02-17T02:37:29,2024-02-17T02:39:56,False,Veronica
Pink,All Out Of Fight,2024-02-17T02:36:32,2024-02-17T02:40:01,True,3
BZN,Sevilla,2024-02-17T02:37:08,2024-02-17T02:40:07,False,5
Iron Maiden,Run To The Hills,2024-02-17T02:38:08,2024-02-17T02:42:02,False,2
Jay Z & Alicia Keys,Empire State Of Mind,2024-02-17T02:38:28,2024-02-17T02:41:28,False,Q
Feargal Sharkey,A Good Heart,2024-02-17T02:39:26,2024-02-17T02:42:26,False,Sky
Alexis Jordan,Happiness,2024-02-17T02:39:09,2024-02-17T02:42:09,True,10
Niall Horan,Meltdown,2024-02-17T02:39:54,2024-02-17T02:42:23,False,3
Blof,Wat Zou Je Doen,2024-02-17T02:41:31,2024-02-17T02:45:52,False,Veronica
Dennis DeYoung,Desert Moon,2024-02-17T02:40:04,2024-02-17T02:45:02,False,5
Loreen,Is It Love,2024-02-17T02:41:49,2024-02-17T02:44:49,True,Q
Stef Bos,Ik Heb Je Lief,2024-02-17T02:42:07,2024-02-17T02:45:05,False,2
Pink,All Out Of Fight,2024-02-17T02:43:54,2024-02-17T02:46:54,True,Sky
Texas,Say What You Want,2024-02-17T02:43:06,2024-02-17T02:46:06,False,10
The Last Dinner Party,The Feminine Urge,2024-02-17T02:43:24,2024-02-17T02:46:48,False,3
Mr. Probz,Waves,2024-02-17T02:44:13,2024-02-17T02:47:13,False,Q
The Weeknd ft. Daft Punk,Starboy,2024-02-17T02:44:53,2024-02-17T02:48:42,False,2
Engelbert Humperdinck,The last waltz,2024-02-17T02:45:10,2024-02-17T02:48:08,False,5
Gabriel Rios,Broad Daylight,2024-02-17T02:47:04,2024-02-17T02:50:08,False,Veronica
Purple Disco Machine ft. Sophie and the Giants,Hypnotized,2024-02-17T02:46:44,2024-02-17T02:49:59,False,3
Toto,Rosanna,2024-02-17T02:46:59,2024-02-17T02:49:59,False,Q
Harry Styles,As It Was,2024-02-17T02:47:18,2024-02-17T02:50:18,False,Sky
Wham!,Freedom,2024-02-17T02:46:49,2024-02-17T02:49:49,False,10
Frank Boeijen,De Liefde Gaat,2024-02-17T02:48:05,2024-02-17T02:52:01,False,5
Melissa Etheridge,Like The Way I Do,2024-02-17T02:48:46,2024-02-17T02:54:12,True,2
Maroon 5,Don't Wanna Know,2024-02-17T02:50:00,2024-02-17T02:53:00,False,Sky
David Bowie,Jean Genie,2024-02-17T02:51:06,2024-02-17T02:55:12,False,Veronica
Claude,Écoutez-Moi,2024-02-17T02:51:06,2024-02-17T02:54:06,False,Q
Mika,"Relax, Take It Easy",2024-02-17T02:51:48,2024-02-17T02:54:48,False,10
Bazart Ft. Pommelien Thijs,Hou Mij Vast,2024-02-17T02:51:23,2024-02-17T02:53:54,False,3
Isley Brothers,Harvest For The World,2024-02-17T02:52:00,2024-02-17T02:55:34,False,5
Chef'special,Speed Of Light,2024-02-17T02:54:11,2024-02-17T02:57:17,False,3
Enrique Iglesias,Do You Know (The Ping Pong Song),2024-02-17T02:53:49,2024-02-17T02:56:49,False,Q
Daniel Powter,Bad Day,2024-02-17T02:53:31,2024-02-17T02:56:31,False,Sky
Taylor Swift,You Need To Calm Down,2024-02-17T02:54:02,2024-02-17T02:56:53,True,2
Cat Stevens,Matthew And Son,2024-02-17T02:55:34,2024-02-17T02:58:23,False,5
Wet Wet Wet,Angel Eyes,2024-02-17T02:55:28,2024-02-17T02:58:28,False,10
Snap,Power,2024-02-17T02:56:25,2024-02-17T03:00:11,False,Veronica
Lost Frequencies,The Feeling,2024-02-17T02:57:24,2024-02-17T03:00:24,False,Q
Nicky Jam & Enrique Iglesias,El Perdon,2024-02-17T02:57:18,2024-02-17T03:00:18,False,Sky
David Bowie,Changes,2024-02-17T02:56:48,2024-02-17T03:00:23,False,2
2Pac,California Love,2024-02-17T02:57:15,2024-02-17T03:01:15,False,3
Ziggy Marley,Tomorrow People,2024-02-17T02:58:17,2024-02-17T03:01:53,False,5
Ultravox,Dancing With Tears In My Eyes,2024-02-17T03:00:57,2024-02-17T03:05:05,False,Veronica
Otis Redding,(Sittin' On) The Dock Of The Bay,2024-02-17T03:02:22,2024-02-17T03:05:02,False,2
Herman's Hermits,No Milk Today,2024-02-17T03:02:24,2024-02-17T03:05:20,False,5
Ofenbach,OVERDRIVE,2024-02-17T03:01:54,2024-02-17T03:04:54,False,538
Miley Cyrus,Flowers,2024-02-17T03:01:58,2024-02-17T03:04:58,True,Q
Ronde,Love Myself,2024-02-17T03:02:59,2024-02-17T03:05:59,True,Sky
Starship,Nothing's Gonna Stop Us Now,2024-02-17T03:02:26,2024-02-17T03:05:26,False,10
Fine Young Cannibals,She Drives Me Crazy,2024-02-17T03:05:15,2024-02-17T03:08:50,True,Veronica
ZZ Top,LA Grange,2024-02-17T03:04:53,2024-02-17T03:08:39,False,2
Kensington,Streets,2024-02-17T03:03:45,2024-02-17T03:06:51,False,3
Son Mieux,MULTICOLOR,2024-02-17T03:04:23,2024-02-17T03:07:23,False,538
Ofenbach & Norma Jean Martine,Overdrive,2024-02-17T03:05:25,2024-02-17T03:08:25,False,Q
Curtis Mayfield,Move On Up,2024-02-17T03:05:14,2024-02-17T03:09:01,False,5
Family Of The Year,Hero,2024-02-17T03:05:56,2024-02-17T03:08:56,False,Sky
Rihanna & Mikky Ekko,Stay,2024-02-17T03:06:43,2024-02-17T03:09:43,False,10
Noah Kahan,Stick Season,2024-02-17T03:06:43,2024-02-17T03:09:42,False,3
Teddy Swims,THE DOOR,2024-02-17T03:07:55,2024-02-17T03:10:55,False,538
U2,Pride (In The Name Of Love),2024-02-17T03:09:03,2024-02-17T03:12:53,False,5
Michael Buble,Everything,2024-02-17T03:08:07,2024-02-17T03:11:07,False,Q
Kriss Kross Amsterdam & Sera & Conor Maynard,Stay (Never Leave),2024-02-17T03:09:07,2024-02-17T03:12:07,False,Sky
Blue Boy,Remember Me,2024-02-17T03:10:03,2024-02-17T03:13:50,False,Veronica
Phats & Small,Turn Around,2024-02-17T03:10:40,2024-02-17T03:13:40,False,10
