Artiest,Titel,Starttijd,Eindtijd,Vrouw?,Kanaal
Felix Jaehn Feat. Jasmine Thompson,Ain't Nobody (Loves Me Better),2024-02-21T00:34:20,2024-02-21T00:37:20,False,10
Nielson,IJskoud,2024-02-21T00:35:14,2024-02-21T00:38:14,False,Q
Vampire Weekend,Capricorn,2024-02-21T00:35:18,2024-02-21T00:39:27,False,3
Glen Campbell,Gentle On My Mind,2024-02-21T00:35:23,2024-02-21T00:38:18,False,5
Snow Patrol,SHUT YOUR EYES,2024-02-21T00:35:37,2024-02-21T00:38:37,False,538
Andre Hazes,'N Beetje Verliefd,2024-02-21T00:36:51,2024-02-21T00:41:02,False,2
Jonas Brothers,What A Man Gotta Do,2024-02-21T00:37:39,2024-02-21T00:40:39,False,Sky
Murray Head,One Night In Bangkok,2024-02-21T00:37:21,2024-02-21T00:40:21,False,10
The Troggs,Hi hi Hazel,2024-02-21T00:38:15,2024-02-21T00:41:00,False,5
Dua Lipa,TRAINING SEASON,2024-02-21T00:38:45,2024-02-21T00:41:45,True,538
Douwe Bob,This World Is Our Home,2024-02-21T00:40:36,2024-02-21T00:43:36,False,Sky
Lil Nas X,Star Walkin',2024-02-21T00:39:31,2024-02-21T00:43:01,False,3
Outkast,Hey Ya,2024-02-21T00:40:57,2024-02-21T00:43:57,False,10
The Kinks,Lola (live),2024-02-21T00:41:03,2024-02-21T00:45:10,False,2
The Mama's & The Papa's,Twelve Thirty,2024-02-21T00:41:22,2024-02-21T00:44:45,False,5
Noah Kahan,STICK SEASON,2024-02-21T00:42:11,2024-02-21T00:45:11,False,538
Jax Jones & Calum Scott,Whistle,2024-02-21T00:42:21,2024-02-21T00:45:21,False,Q
Bangles,Eternal Flame,2024-02-21T00:43:31,2024-02-21T00:46:31,True,Sky
Chris Montez,Let's Dance,2024-02-21T00:44:42,2024-02-21T00:47:02,False,5
Gerry Rafferty,Baker Street,2024-02-21T00:44:55,2024-02-21T00:47:55,False,10
The Beatles,Something,2024-02-21T00:45:05,2024-02-21T00:48:03,False,2
The Last Dinner Party,The Feminine Urge,2024-02-21T00:44:59,2024-02-21T00:48:23,False,3
Cascada,EVERYTIME WE TOUCH,2024-02-21T00:45:30,2024-02-21T00:48:30,False,538
Ten Sharp,You,2024-02-21T00:45:31,2024-02-21T00:48:31,False,Q
Jessie J,Price Tag,2024-02-21T00:47:08,2024-02-21T00:50:08,True,Sky
Carla Thomas,B.A.B.Y.,2024-02-21T00:47:00,2024-02-21T00:49:52,False,5
Nothing But Thieves,WELCOME TO THE DCC,2024-02-21T00:48:39,2024-02-21T00:51:39,False,538
Michael Jackson,Who Is It,2024-02-21T00:49:08,2024-02-21T00:52:08,False,10
Bruce Springsteen,The Rising,2024-02-21T00:48:08,2024-02-21T00:52:57,False,2
Creeds,Push Up,2024-02-21T00:48:23,2024-02-21T00:50:33,False,3
Louis Armstrong,What A Wonderful World,2024-02-21T00:49:47,2024-02-21T00:52:05,False,5
Dua Lipa,Training Season,2024-02-21T00:50:54,2024-02-21T00:53:54,True,Q
Onerepublic,Runaway,2024-02-21T00:50:00,2024-02-21T00:53:00,False,Sky
Melee,BUILT TO LAST,2024-02-21T00:51:52,2024-02-21T00:54:52,False,538
Blossoms,Charlemagne,2024-02-21T00:51:35,2024-02-21T00:54:22,False,3
Jeannie C. Riley,Harper Valley P. T. A.,2024-02-21T00:52:08,2024-02-21T00:55:20,False,5
Lost Frequencies Ft. Elley Duhe & X Ambassadors,Back To You,2024-02-21T00:52:22,2024-02-21T00:55:22,False,Sky
Narada Michael Walden & Patti Austin,"Gimme, Gimme, Gimme",2024-02-21T00:53:05,2024-02-21T00:56:05,False,10
Golden Earring,I Can't Sleep Without You,2024-02-21T00:52:50,2024-02-21T00:56:16,False,2
David McWilliams,Days Of Pearly Spencer,2024-02-21T00:55:10,2024-02-21T00:57:37,False,5
Lost Frequencies Ft. Bastille,HEAD DOWN,2024-02-21T00:55:20,2024-02-21T00:58:20,False,538
George Ezra,Budapest,2024-02-21T00:54:54,2024-02-21T00:57:54,False,Sky
Sammie Sedano,Not Enough,2024-02-21T00:55:39,2024-02-21T00:57:17,False,3
Neil Young,Harvest Moon,2024-02-21T00:56:22,2024-02-21T01:00:14,False,2
Robbie Williams,Rock Dj,2024-02-21T00:57:22,2024-02-21T01:00:22,False,Q
Amen Corner,If Paradise Is Half As Nice,2024-02-21T00:57:52,2024-02-21T01:00:34,False,5
Katy Perry,ROAR,2024-02-21T00:58:08,2024-02-21T01:01:08,True,538
Men At Work,Down Under,2024-02-21T00:59:31,2024-02-21T01:02:31,False,10
Lewis Capaldi,Strangers,2024-02-21T01:01:02,2024-02-21T01:04:02,False,Sky
Justin Bieber,Love Yourself,2024-02-21T01:02:59,2024-02-21T01:05:59,False,10
The B-52'S,Love Shack,2024-02-21T01:02:15,2024-02-21T01:06:31,False,2
The Who,I'm Free,2024-02-21T01:02:29,2024-02-21T01:05:07,False,5
Noah Kahan,Stick Season,2024-02-21T01:03:31,2024-02-21T01:06:31,False,Q
Lenny Kravitz,It Ain't Over Till It's Over,2024-02-21T01:04:06,2024-02-21T01:08:07,False,Veronica
Imagine Dragons,It's Time,2024-02-21T01:02:47,2024-02-21T01:06:45,False,3
Nicky Jam & Enrique Iglesias,El Perdon,2024-02-21T01:04:36,2024-02-21T01:07:36,False,Sky
Tommy Roe,Sheila,2024-02-21T01:05:05,2024-02-21T01:07:07,False,5
Chef'Special,SPEED OF LIGHT,2024-02-21T01:04:40,2024-02-21T01:07:40,False,538
Marvin Gaye,Sexual Healing,2024-02-21T01:06:27,2024-02-21T01:10:30,False,2
Het,Ik Heb Geen Zin Om Op Te Staan,2024-02-21T01:07:04,2024-02-21T01:10:09,False,5
Iyaz,Replay,2024-02-21T01:06:32,2024-02-21T01:09:32,False,Q
Stevie Wonder,Superstition,2024-02-21T01:06:52,2024-02-21T01:09:52,False,10
"Lucas & Steve, Marf",GIVE ME YOUR LOVE,2024-02-21T01:07:37,2024-02-21T01:10:37,False,538
Ronde,Undecided,2024-02-21T01:08:00,2024-02-21T01:11:00,True,Sky
U2,Unforgettable Fire,2024-02-21T01:09:24,2024-02-21T01:14:16,False,Veronica
Loreen,Tattoo,2024-02-21T01:10:21,2024-02-21T01:13:21,True,Q
Rowwen Heze,Bestel Mar,2024-02-21T01:10:24,2024-02-21T01:13:31,False,2
Cupid's Inspiration,Yesterday Has Gone,2024-02-21T01:10:17,2024-02-21T01:12:55,False,5
Ed Sheeran,SHIVERS,2024-02-21T01:10:52,2024-02-21T01:13:52,False,538
Loreen,Euphoria,2024-02-21T01:10:42,2024-02-21T01:13:42,True,Sky
Youssou N'Dour & Neneh Cherry,7 Seconds,2024-02-21T01:11:19,2024-02-21T01:14:19,False,10
The Indien,Stay,2024-02-21T01:10:53,2024-02-21T01:13:55,False,3
Petula Clark,Don't sleep in the subway,2024-02-21T01:12:53,2024-02-21T01:15:48,True,5
Benson Boone,Beautiful Things,2024-02-21T01:13:17,2024-02-21T01:16:17,False,Q
Toto,Africa,2024-02-21T01:13:45,2024-02-21T01:16:45,False,Sky
Gwen Stefani,Sweet Escape,2024-02-21T01:14:42,2024-02-21T01:18:48,True,Veronica
Creedence Clearwater Revival,Who'll Stop The Rain,2024-02-21T01:13:31,2024-02-21T01:16:00,False,2
Kylie Minogue,Padam Padam,2024-02-21T01:13:56,2024-02-21T01:16:38,True,3
Kylie Minogue,Can't Get You Out Of My Head,2024-02-21T01:15:15,2024-02-21T01:18:15,True,10
Blind Faith,Well Alright,2024-02-21T01:15:47,2024-02-21T01:20:10,False,5
Claude,ECOUTEZ-MOI,2024-02-21T01:16:21,2024-02-21T01:19:21,False,538
Robin Schulz & Dennis Lloyd,Young Right Now,2024-02-21T01:16:19,2024-02-21T01:19:19,False,Q
Snow Patrol,Shut Your Eyes,2024-02-21T01:15:52,2024-02-21T01:19:09,False,2
Dean Lewis,Trust Me Mate,2024-02-21T01:18:04,2024-02-21T01:21:04,False,Sky
David Bowie,Starman,2024-02-21T01:17:19,2024-02-21T01:21:29,False,3
J. Geils Band,Centerfold,2024-02-21T01:18:53,2024-02-21T01:21:53,False,10
Nothing But Thieves,Welcome To The DCC,2024-02-21T01:20:00,2024-02-21T01:23:12,False,Veronica
Adele,Water Under The Bridge,2024-02-21T01:19:09,2024-02-21T01:23:04,True,2
The Byrds,Mr. Spaceman,2024-02-21T01:20:00,2024-02-21T01:22:09,False,5
Armin Van Buuren & Goodboys,FOREVER (STAY LIKE THIS),2024-02-21T01:18:54,2024-02-21T01:21:54,False,538
U2,One,2024-02-21T01:20:11,2024-02-21T01:23:11,False,Q
Pink,Never Gonna Not Dance Again,2024-02-21T01:21:03,2024-02-21T01:24:03,True,Sky
Chiffons,One Fine Day,2024-02-21T01:22:05,2024-02-21T01:24:13,False,5
Robbie Williams,ROCK DJ,2024-02-21T01:21:38,2024-02-21T01:24:38,False,538
Depeche Mode,Enjoy The Silence,2024-02-21T01:22:39,2024-02-21T01:25:39,False,10
Moloko,Sing It Back,2024-02-21T01:23:47,2024-02-21T01:27:21,False,Veronica
Crowded House,Don't Dream It's Over,2024-02-21T01:23:02,2024-02-21T01:26:50,False,2
Train,50 Ways To Say Goodbye,2024-02-21T01:24:43,2024-02-21T01:27:43,False,Sky
Nothing But Thieves,Oh No :: He Said What?,2024-02-21T01:23:54,2024-02-21T01:27:30,False,3
Turtles,She'd Rather Be With Me,2024-02-21T01:24:21,2024-02-21T01:26:40,False,5
Claude,Écoutez-Moi,2024-02-21T01:24:50,2024-02-21T01:27:50,False,Q
Wilson Pickett,Mustang Sally,2024-02-21T01:26:34,2024-02-21T01:29:39,False,5
"David Guetta, Becky Hill & Ella Henderson",CRAZY WHAT LOVE CAN DO,2024-02-21T01:25:37,2024-02-21T01:28:37,False,538
Troggs,Wild Thing,2024-02-21T01:26:49,2024-02-21T01:29:49,False,10
Rolling Stones,Waiting On A Friend,2024-02-21T01:27:35,2024-02-21T01:32:07,False,Veronica
Harry Styles,Music For A Sushi Restaurant,2024-02-21T01:26:50,2024-02-21T01:29:59,False,2
X Ambassadors,Renegades,2024-02-21T01:27:40,2024-02-21T01:30:40,False,Q
Maroon 5,Memories,2024-02-21T01:27:37,2024-02-21T01:30:46,False,3
Pink,ALL OUT OF FIGHT,2024-02-21T01:28:19,2024-02-21T01:31:19,True,538
Eric Clapton,Layla,2024-02-21T01:28:45,2024-02-21T01:31:45,False,Sky
Calvin Harris & Sam Smith,Promises,2024-02-21T01:29:28,2024-02-21T01:32:28,False,10
Supertramp,Fool's Overture,2024-02-21T01:29:56,2024-02-21T01:40:49,False,2
The Dave Clark Five,Bits And Pieces,2024-02-21T01:29:39,2024-02-21T01:31:39,False,5
Natasha Bedingfield,Unwritten,2024-02-21T01:30:50,2024-02-21T01:34:27,True,3
The Shoes,Na Na Na,2024-02-21T01:31:35,2024-02-21T01:33:54,False,5
Nick Schilder,Shatterproof,2024-02-21T01:30:54,2024-02-21T01:33:54,False,Q
Alphabeat,Fascination,2024-02-21T01:32:37,2024-02-21T01:35:37,False,Veronica
Soul Asylum,RUNAWAY TRAIN,2024-02-21T01:32:13,2024-02-21T01:35:13,False,538
Dua Lipa,Houdini,2024-02-21T01:33:14,2024-02-21T01:36:14,True,Sky
Sister Sledge,All American Girls,2024-02-21T01:32:58,2024-02-21T01:35:58,True,10
P.J. Proby,Maria,2024-02-21T01:33:51,2024-02-21T01:37:28,False,5
Rondé,Undecided,2024-02-21T01:33:37,2024-02-21T01:36:37,True,Q
Tame Impala,The Less I Know The Better,2024-02-21T01:34:53,2024-02-21T01:38:29,False,3
Duncan  Laurence,Love Don't Hate It,2024-02-21T01:36:22,2024-02-21T01:39:22,False,Sky
Sugarhill Gang,Rapper's Delight,2024-02-21T01:36:39,2024-02-21T01:40:35,False,Veronica
Flemming & Zoe Tauran & Ronnie Flex,ALLES OP GEVOEL,2024-02-21T01:36:29,2024-02-21T01:39:29,False,538
Total Touch,Somebody Else's Lover,2024-02-21T01:36:40,2024-02-21T01:39:40,True,10
Shocking Blue,Mighty Joe,2024-02-21T01:37:37,2024-02-21T01:40:43,False,5
Shakira & Wyclef Jean,Hips Don't Lie,2024-02-21T01:37:39,2024-02-21T01:40:39,True,Q
"Lost Frequencies, Bastille",Head Down,2024-02-21T01:38:36,2024-02-21T01:41:27,False,3
Calvin Harris & Sam Smith,DESIRE,2024-02-21T01:39:04,2024-02-21T01:42:04,False,538
Billy Joel,Piano Man,2024-02-21T01:39:08,2024-02-21T01:42:08,False,Sky
Simple Minds,She's A River,2024-02-21T01:40:41,2024-02-21T01:45:08,False,Veronica
Dinah Washington,Mad About The Boy,2024-02-21T01:40:41,2024-02-21T01:43:25,True,5
Dean Lewis,Trust Me Mate,2024-02-21T01:41:23,2024-02-21T01:44:23,False,Q
Ed Sheeran,Eyes Closed,2024-02-21T01:40:46,2024-02-21T01:43:46,False,10
Genesis,Follow You Follow Me,2024-02-21T01:40:52,2024-02-21T01:44:29,False,2
Di-Rect,MY BLOOD,2024-02-21T01:42:16,2024-02-21T01:45:16,False,538
Maurice Williams,Stay,2024-02-21T01:43:24,2024-02-21T01:44:58,False,5
Smokie,Living Next Door To Alice,2024-02-21T01:43:56,2024-02-21T01:46:56,False,10
Anouk,Jerusalem,2024-02-21T01:44:12,2024-02-21T01:48:07,True,2
RUN DMC,Walk This Way,2024-02-21T01:43:52,2024-02-21T01:47:29,False,3
Lucas & Steve,Up Till Dawn (On The Move),2024-02-21T01:44:55,2024-02-21T01:47:55,False,Q
Post Malone,Enough Is Enough,2024-02-21T01:44:41,2024-02-21T01:47:41,False,Sky
Cars,Drive,2024-02-21T01:45:44,2024-02-21T01:49:37,False,Veronica
Tim Hardin,How Can We Hang On To A Dream,2024-02-21T01:44:58,2024-02-21T01:47:02,False,5
Daft Punk Ft. Pharrell,GET LUCKY,2024-02-21T01:45:51,2024-02-21T01:48:51,False,538
Jimmy Ruffin,What Becomes Of The Broken-Hearted,2024-02-21T01:46:55,2024-02-21T01:49:55,False,5
Felix Jaehn & Ray Dalton,Call It Love,2024-02-21T01:47:29,2024-02-21T01:50:29,False,Sky
Coldplay,Speed Of Sound,2024-02-21T01:47:22,2024-02-21T01:50:22,False,10
Peter Bjorn and John,Young Folks,2024-02-21T01:47:25,2024-02-21T01:52:04,False,3
Son Mieux,TONIGHT,2024-02-21T01:48:40,2024-02-21T01:51:40,False,538
Toto,Africa,2024-02-21T01:48:06,2024-02-21T01:51:06,False,Q
Bon Jovi,It's My Life,2024-02-21T01:48:15,2024-02-21T01:51:58,False,2
Reparata & The Delrons,Captain Of Your Ship,2024-02-21T01:49:53,2024-02-21T01:52:16,False,5
Davina Michelle,Better Now,2024-02-21T01:50:03,2024-02-21T01:53:03,True,Sky
Acda & De Munnik,Ren Lenny Ren,2024-02-21T01:50:48,2024-02-21T01:54:41,False,Veronica
Prince,I Would Die 4 U,2024-02-21T01:52:03,2024-02-21T01:55:03,False,10
Joe Jackson,Real Men,2024-02-21T01:51:56,2024-02-21T01:56:01,False,2
Adriaan Persons,Dopamine (3fm Talent),2024-02-21T01:51:48,2024-02-21T01:54:34,False,3
P!Nk,All Out Of Fight,2024-02-21T01:51:55,2024-02-21T01:54:55,False,Q
Andy Kim,Baby I Love You,2024-02-21T01:52:26,2024-02-21T01:55:15,False,5
Gabry Ponte & Lum!X Ft. Daddy Dj,WE COULD BE TOGETHER,2024-02-21T01:54:01,2024-02-21T01:57:01,False,538
Jason Mraz,I'm Yours,2024-02-21T01:53:41,2024-02-21T01:56:41,False,Sky
Doobie Brothers,China Grove,2024-02-21T01:54:50,2024-02-21T01:58:02,False,Veronica
Eddie Floyd,Knock On Wood,2024-02-21T01:55:12,2024-02-21T01:58:18,False,5
Blof,Aan De Kust,2024-02-21T01:54:54,2024-02-21T01:57:54,False,10
Train,Drops Of Jupiter (Tell Me),2024-02-21T01:55:58,2024-02-21T02:00:18,False,2
Pearl Jam,Just Breathe,2024-02-21T01:54:30,2024-02-21T01:58:02,False,3
Counting Crows & Blof,HOLIDAY IN SPAIN,2024-02-21T01:56:33,2024-02-21T01:59:33,False,538
Usher,Yeah,2024-02-21T01:57:12,2024-02-21T02:00:12,False,Q
Ellie Goulding,Love Me Like You Do,2024-02-21T01:57:11,2024-02-21T02:00:11,True,Sky
Neneh Cherry & Youssou N'dour,Seven Seconds,2024-02-21T01:58:53,2024-02-21T02:02:59,False,Veronica
The Weeknd,Take My Breath,2024-02-21T01:58:03,2024-02-21T02:01:42,False,3
Searchers,Western Union,2024-02-21T01:58:26,2024-02-21T02:00:53,False,5
Bryan Adams,Summer Of '69,2024-02-21T02:01:20,2024-02-21T02:04:20,False,10
Di-Rect,Soldier On,2024-02-21T02:03:02,2024-02-21T02:06:02,False,Sky
Icehouse,Crazy,2024-02-21T02:03:26,2024-02-21T02:06:46,False,Veronica
Jackson Browne,The Load Out/Stay,2024-02-21T02:02:21,2024-02-21T02:11:20,False,2
Them,Baby Please Don't Go,2024-02-21T02:02:36,2024-02-21T02:05:18,False,5
Luke Combs,FAST CAR,2024-02-21T02:02:59,2024-02-21T02:05:59,False,538
Muse,Starlight,2024-02-21T02:03:48,2024-02-21T02:07:48,False,3
Måneskin,The Loneliest,2024-02-21T02:03:29,2024-02-21T02:06:29,False,Q
Westlife,Uptown Girl,2024-02-21T02:04:40,2024-02-21T02:07:40,False,10
Dave Dee Dozy Beaky Mick & Tich,Bend It,2024-02-21T02:05:15,2024-02-21T02:07:45,False,5
Natasha Bedingfield,Unwritten,2024-02-21T02:06:26,2024-02-21T02:09:26,True,Sky
Robbie Williams,Let Me Entertain You,2024-02-21T02:06:58,2024-02-21T02:11:21,False,Veronica
Loreen,IS IT LOVE,2024-02-21T02:06:19,2024-02-21T02:09:19,True,538
Dua Lipa,Houdini,2024-02-21T02:07:00,2024-02-21T02:10:00,True,Q
Supremes,You Keep Me Hangin' On,2024-02-21T02:07:44,2024-02-21T02:10:44,True,10
Gary Lewis & The Playboys,Everybody Loves A Clown,2024-02-21T02:07:44,2024-02-21T02:10:09,False,5
Son Mieux,Tonight,2024-02-21T02:07:52,2024-02-21T02:12:23,False,3
Bon Jovi,IT'S MY LIFE,2024-02-21T02:09:19,2024-02-21T02:12:19,False,538
Sixpence None The Richer,Kiss Me,2024-02-21T02:10:02,2024-02-21T02:13:02,False,Q
Anne-Marie Shania Twain,Unhealthy,2024-02-21T02:10:22,2024-02-21T02:13:22,True,Sky
James Brown,I Feel Good,2024-02-21T02:10:18,2024-02-21T02:13:01,False,5
George Michael,Freedom '90,2024-02-21T02:10:28,2024-02-21T02:13:28,False,10
Daft Punk & Pharrell Williams,Get Lucky,2024-02-21T02:12:16,2024-02-21T02:16:23,False,Veronica
UB40,Red Red Wine (Albumversie),2024-02-21T02:11:14,2024-02-21T02:16:30,False,2
Antoon,Blindelings,2024-02-21T02:13:37,2024-02-21T02:16:14,False,3
Cliff Bennett & The Rebel Rousers,Got To Get You Into My Life,2024-02-21T02:13:04,2024-02-21T02:15:36,False,5
"Alok, The Chainsmokers & Mae Stephens",JUNGLE,2024-02-21T02:12:57,2024-02-21T02:15:57,False,538
Calvin Harris & Rag 'N' Bone Man,Lovers In A Past Life,2024-02-21T02:13:58,2024-02-21T02:16:58,False,Q
Justin Bieber,Love Yourself,2024-02-21T02:13:03,2024-02-21T02:16:03,False,Sky
Krezip,Lost Without You,2024-02-21T02:14:54,2024-02-21T02:17:54,False,10
Brainbox,Down Man,2024-02-21T02:15:32,2024-02-21T02:18:09,False,5
Justin Timberlake,CAN'T STOP THE FEELING,2024-02-21T02:15:54,2024-02-21T02:18:54,False,538
Camila Cabello & Young Thug,Havana ,2024-02-21T02:16:48,2024-02-21T02:19:48,True,Q
Irene Cara,Fame,2024-02-21T02:17:01,2024-02-21T02:20:01,True,Sky
Eurythmics,There Must Be An Angel,2024-02-21T02:17:19,2024-02-21T02:21:17,False,Veronica
Doe Maar,Belle Helene,2024-02-21T02:16:31,2024-02-21T02:19:16,False,2
Anouk,Good God,2024-02-21T02:16:19,2024-02-21T02:18:56,True,3
Ryan Paris,Dolce Vita,2024-02-21T02:18:05,2024-02-21T02:21:05,False,10
Joni Mitchell,Both Sides Now,2024-02-21T02:18:00,2024-02-21T02:22:30,True,5
Michael Jackson,Beat It,2024-02-21T02:19:23,2024-02-21T02:23:41,False,2
Froukje,Als Ik God Was,2024-02-21T02:19:53,2024-02-21T02:22:42,True,3
Benson Boone,BEAUTIFUL THINGS,2024-02-21T02:20:13,2024-02-21T02:23:13,False,538
Teddy Swims,Lose Control,2024-02-21T02:20:29,2024-02-21T02:23:29,False,Sky
Chef'Special,Speed Of Light,2024-02-21T02:20:56,2024-02-21T02:23:56,False,Q
Joshua Kadison,Jessie,2024-02-21T02:21:24,2024-02-21T02:24:24,False,10
3 Doors Down,Here Without You,2024-02-21T02:22:36,2024-02-21T02:26:31,False,Veronica
Steam,"Na Na Hey Hey, Kiss Him Goodbye",2024-02-21T02:22:29,2024-02-21T02:26:06,False,5
Eminem ft. Rihanna,The Monster,2024-02-21T02:23:35,2024-02-21T02:27:45,False,2
Sophie Ellis-Bextor,Murder On The Dancefloor,2024-02-21T02:22:35,2024-02-21T02:26:12,True,3
Robin Schulz & Dennis Lloyd,YOUNG RIGHT NOW,2024-02-21T02:23:19,2024-02-21T02:26:19,False,538
Lady Gaga,Poker Face ,2024-02-21T02:24:10,2024-02-21T02:27:10,True,Q
Chef'Special,Afraid Of The Dark,2024-02-21T02:24:01,2024-02-21T02:27:01,False,Sky
Lost Frequencies,Are You With Me,2024-02-21T02:25:35,2024-02-21T02:28:35,False,10
Rage Against The Machine,Killing In The Name,2024-02-21T02:26:38,2024-02-21T02:31:52,False,Veronica
Depeche Mode,I Just Can't Get Enough (Live),2024-02-21T02:26:08,2024-02-21T02:29:59,False,3
Zen,Hair,2024-02-21T02:26:16,2024-02-21T02:28:22,False,5
Lifehouse,HANGING BY A MOMENT,2024-02-21T02:26:17,2024-02-21T02:29:17,False,538
Douwe Bob,This World Is Our Home,2024-02-21T02:28:05,2024-02-21T02:31:05,False,Q
Janet Jackson,Together Again,2024-02-21T02:27:13,2024-02-21T02:30:13,True,Sky
